user_id,login_frequency,session_duration,search_count,recommendation_requests,movies_clicked,favorites_added,ratings_given,satisfaction_score,days_since_last_login,avg_rating_given,genre_Action,genre_Comedy,genre_Documentary,genre_Drama,genre_Horror,genre_Romance,genre_Sci-Fi,genre_Thriller,churn
U0989,7,17.2,13,1,0,0,0,2,46,2.6,0,0,0,0,0,1,0,0,1
U0990,18,35.9,19,13,9,3,4,3,24,3.3,1,0,0,0,0,0,0,0,0
U0991,26,53.8,36,18,12,5,6,5,6,4.4,0,0,0,0,0,1,0,0,0
U0992,25,40.9,33,17,14,4,6,4,17,3.8,0,0,0,0,1,0,0,0,0
U0993,23,39.7,27,14,10,4,5,4,18,3.5,0,1,0,0,0,0,0,0,0
U0994,16,28.9,23,10,7,2,3,4,24,3.4,1,0,0,0,0,0,0,0,0
U0995,28,51.5,35,18,14,6,7,5,0,4.7,0,1,0,0,0,0,0,0,0
U0996,6,3.8,6,5,1,0,0,2,49,2.1,0,0,0,0,1,0,0,0,1
U0997,18,37.4,22,13,9,3,3,3,15,3.2,0,1,0,0,0,0,0,0,0
U0998,24,39.9,30,14,10,3,4,4,14,3.8,0,1,0,0,0,0,0,0,0
U0999,8,7.3,7,1,0,0,0,2,46,1.8,0,0,1,0,0,0,0,0,1
U1000,13,25.5,20,9,5,1,3,3,28,3.0,0,0,0,0,0,0,1,0,0
U1001,16,23.1,16,11,6,2,3,3,29,2.8,0,0,0,0,0,1,0,0,0
U1002,10,20.8,15,6,3,0,1,3,32,2.9,0,0,0,0,0,1,0,0,1
U1003,7,6.5,8,5,2,0,2,1,42,2.2,0,0,0,1,0,0,0,0,1
U1004,29,50.2,34,18,14,5,8,5,2,4.6,0,0,0,0,1,0,0,0,0
U1005,8,17.7,15,8,4,1,1,3,37,2.7,0,0,0,0,0,0,0,1,1
U1006,11,16.4,15,6,3,1,2,2,35,2.5,0,0,0,0,0,0,1,0,1
U1007,13,18.0,13,7,3,1,0,2,34,2.9,0,1,0,0,0,0,0,0,1
U1008,15,21.4,14,8,5,1,2,3,34,2.8,0,0,1,0,0,0,0,0,0
U1009,19,28.5,21,13,6,1,3,4,29,3.3,0,0,0,0,1,0,0,0,0
U1010,21,37.9,26,15,10,3,4,4,13,3.7,1,0,0,0,0,0,0,0,0
U1011,21,40.9,24,13,10,3,5,4,14,3.7,0,1,0,0,0,0,0,0,0
U1012,26,46.0,36,19,15,6,7,5,5,4.4,0,0,0,0,0,1,0,0,0
U1013,17,30.1,19,10,5,1,2,3,20,3.3,1,0,0,0,0,0,0,0,0
U1014,26,48.8,34,16,13,5,7,5,5,4.5,0,0,0,1,0,0,0,0,0
U1015,12,22.7,17,9,4,1,2,3,38,2.8,0,0,0,0,0,0,0,1,1
U1016,16,20.8,23,9,5,2,2,3,30,3.0,0,1,0,0,0,0,0,0,0
U1017,15,27.9,17,9,6,3,2,3,33,3.2,0,0,0,0,1,0,0,0,1
U1018,21,42.5,25,15,9,3,4,4,18,3.5,0,0,0,0,1,0,0,0,0
U1019,11,16.6,15,7,3,1,2,2,39,2.5,0,0,1,0,0,0,0,0,1
U1020,25,37.9,33,16,10,4,5,4,13,4.2,1,0,0,0,0,0,0,0,0
U1021,12,22.4,18,10,5,1,2,3,35,3.1,1,0,0,0,0,0,0,0,1
U1022,17,26.4,19,12,6,1,3,3,17,3.5,0,0,0,0,0,0,0,1,0
U1023,9,21.5,10,5,3,0,1,2,34,2.6,0,0,0,0,0,1,0,0,1
U1024,15,21.1,19,9,4,1,1,2,26,2.9,0,1,0,0,0,0,0,0,1
U1025,13,21.8,16,9,4,1,1,3,30,3.2,0,1,0,0,0,0,0,0,1
U1026,17,36.4,24,12,7,2,3,4,24,3.1,0,0,0,0,0,0,0,1,0
U1027,2,9.6,5,3,1,0,0,2,45,2.2,0,0,0,0,0,0,0,1,1
U1028,16,27.3,21,9,6,2,3,3,26,3.1,0,0,0,1,0,0,0,0,0
U1029,17,30.0,24,12,6,1,2,3,25,2.7,0,0,0,1,0,0,0,0,0
U1030,13,25.4,15,8,4,0,2,3,34,3.2,0,0,0,0,0,0,1,0,1
U1031,24,44.6,31,17,12,4,7,4,13,3.8,0,0,0,0,0,0,1,0,0
U1032,21,41.8,23,13,9,3,4,3,21,4.3,0,0,0,0,0,0,0,1,0
U1033,23,45.9,25,14,8,3,4,4,13,3.9,0,0,0,0,0,0,1,0,0
U1034,9,15.8,11,3,1,0,0,2,43,2.1,0,1,0,0,0,0,0,0,1
U1035,18,28.9,19,10,6,1,3,3,26,3.4,0,0,0,0,1,0,0,0,1
U1036,1,4.2,3,0,1,0,0,1,54,1.6,0,0,0,1,0,0,0,0,1
U1037,9,16.1,13,4,2,0,0,2,35,2.6,0,1,0,0,0,0,0,0,1
U1038,24,42.8,31,14,8,3,3,4,18,4.1,0,0,0,0,0,0,0,1,0
U1039,8,8.5,10,6,2,0,1,2,44,2.3,0,1,0,0,0,0,0,0,1
U1040,17,28.4,23,11,6,2,2,3,25,3.3,0,1,0,0,0,0,0,0,1
U1041,5,14.3,9,5,2,0,0,2,39,2.1,1,0,0,0,0,0,0,0,1
U1042,3,9.8,6,4,3,1,1,1,50,1.4,0,0,0,0,0,0,1,0,1
U1043,21,39.1,27,14,8,3,4,4,12,3.9,0,0,0,0,1,0,0,0,0
U1044,12,28.5,21,9,6,2,2,3,34,3.2,0,0,0,0,0,0,1,0,1
U1045,3,10.1,8,1,1,0,0,1,52,2.3,0,0,0,0,0,0,0,1,1
U1046,3,4.2,5,3,2,0,0,2,46,2.0,0,0,0,0,0,0,1,0,1
U1047,15,25.2,21,11,6,1,3,4,26,3.0,0,0,1,0,0,0,0,0,1
U1048,20,39.8,26,11,9,3,5,3,23,3.2,0,0,0,1,0,0,0,0,0
U1049,10,19.5,13,6,4,1,1,2,37,2.0,0,0,0,1,0,0,0,0,1
U1050,18,39.8,25,14,9,3,4,4,16,3.7,0,1,0,0,0,0,0,0,0
U1051,16,27.6,20,12,7,2,3,3,25,3.5,1,0,0,0,0,0,0,0,1
U1052,12,19.0,16,7,3,0,1,3,29,3.0,0,0,0,1,0,0,0,0,1
U1053,17,31.9,25,10,7,2,3,3,28,3.4,1,0,0,0,0,0,0,0,0
U1054,7,13.7,9,2,1,0,0,2,39,2.6,0,0,0,0,1,0,0,0,1
U1055,16,25.0,21,10,4,1,2,3,30,3.1,0,0,0,0,0,0,1,0,1
U1056,11,21.1,10,7,1,1,1,2,42,2.2,0,1,0,0,0,0,0,0,1
U1057,12,24.5,17,9,4,1,1,3,31,2.8,0,1,0,0,0,0,0,0,1
U1058,10,24.1,16,7,3,0,2,3,38,2.8,0,0,0,0,0,0,0,1,1
U1059,5,13.8,9,3,1,1,0,2,43,2.2,0,0,0,0,0,1,0,0,1
U1060,20,30.3,21,13,8,2,4,4,18,3.4,0,0,0,0,0,0,1,0,0
U1061,23,46.3,31,16,13,5,7,5,8,4.2,1,0,0,0,0,0,0,0,0
U1062,19,31.0,25,14,10,3,5,4,21,3.3,0,0,0,0,0,1,0,0,0
U1063,15,30.0,19,11,8,2,3,3,23,3.6,0,0,0,0,1,0,0,0,0
U1064,20,34.0,25,14,10,3,4,4,21,3.2,1,0,0,0,0,0,0,0,0
U1065,25,47.0,33,16,12,4,6,5,9,3.9,0,0,0,0,0,1,0,0,0
U1066,24,49.5,32,17,11,4,6,5,7,4.3,0,1,0,0,0,0,0,0,0
U1067,15,21.2,16,10,6,2,2,2,37,3.1,1,0,0,0,0,0,0,0,1
U1068,8,19.8,11,9,3,1,1,3,37,2.8,0,0,0,0,0,0,0,1,1
U1069,17,23.5,22,9,5,2,2,4,27,2.8,0,0,0,0,0,0,0,1,1
U1070,10,17.6,16,6,2,0,1,2,39,2.6,0,0,0,1,0,0,0,0,1
U1071,8,18.8,5,4,3,0,1,2,48,2.4,0,0,0,0,1,0,0,0,1
U1072,19,33.9,26,13,8,2,3,4,22,3.5,0,1,0,0,0,0,0,0,0
U1073,18,34.5,26,12,7,2,3,4,16,4.0,0,0,0,0,0,0,0,1,0
U1074,5,11.2,9,5,2,0,2,2,40,2.5,0,0,0,1,0,0,0,0,1
U1075,12,19.9,12,6,3,1,1,3,35,2.5,0,0,0,0,1,0,0,0,1
U1076,18,28.0,19,13,7,3,3,3,25,3.0,1,0,0,0,0,0,0,0,0
U1077,7,16.5,11,5,2,1,1,2,40,2.1,1,0,0,0,0,0,0,0,1
U1078,18,30.8,24,13,6,2,3,3,25,3.4,0,0,1,0,0,0,0,0,1
U1079,14,20.4,15,8,3,1,1,3,34,2.9,0,0,0,0,0,0,0,1,1
U1080,25,39.4,31,16,10,3,4,4,12,4.3,0,0,0,0,1,0,0,0,0
U1081,22,40.7,27,14,10,3,4,4,11,3.9,0,0,0,1,0,0,0,0,0
U1082,23,41.1,30,17,12,4,6,4,10,3.9,0,0,0,0,0,0,0,1,0
U1083,10,25.6,14,7,4,1,2,3,32,3.0,0,0,0,0,0,0,1,0,1
U1084,23,39.0,30,15,10,3,5,4,12,3.6,0,0,1,0,0,0,0,0,0
U1085,15,22.4,17,10,6,2,2,3,17,3.3,1,0,0,0,0,0,0,0,1
U1086,17,28.5,23,11,5,1,2,4,20,3.4,1,0,0,0,0,0,0,0,1
U1087,12,20.9,15,4,3,1,1,3,40,2.7,0,0,0,0,0,0,0,1,1
U1088,13,26.2,12,10,6,1,2,3,34,2.8,1,0,0,0,0,0,0,0,1
U1089,18,33.8,24,12,8,2,3,3,20,3.7,0,0,0,0,0,0,1,0,0
U1090,27,47.9,37,16,11,5,5,5,3,4.5,0,0,1,0,0,0,0,0,0
U1091,15,26.8,19,8,5,0,2,3,34,3.3,0,0,0,0,0,1,0,0,1
U1092,21,39.2,29,15,10,2,5,4,21,4.1,0,1,0,0,0,0,0,0,0
U1093,16,29.6,20,10,4,1,2,3,28,2.8,0,0,0,0,0,1,0,0,0
U1094,20,36.1,29,13,9,3,4,4,21,3.3,0,0,0,0,0,0,1,0,0
U1095,12,19.4,15,9,4,0,1,2,35,2.5,1,0,0,0,0,0,0,0,1
U1096,8,15.3,12,4,2,1,0,2,37,2.5,0,0,0,0,0,0,0,1,1
U1097,19,31.3,25,12,7,2,3,4,23,3.2,0,0,0,0,1,0,0,0,0
U1098,17,30.1,24,12,8,2,3,3,27,3.1,0,1,0,0,0,0,0,0,0
U1099,12,23.7,18,8,3,1,0,3,38,2.6,0,0,0,0,0,0,1,0,1
U1100,14,25.9,16,10,5,1,3,3,31,3.2,1,0,0,0,0,0,0,0,1
U1101,28,49.8,36,19,15,6,8,5,5,4.7,0,0,0,0,0,1,0,0,0
U1102,23,46.5,32,18,13,4,7,4,3,4.4,0,1,0,0,0,0,0,0,0
U1103,30,57.0,40,18,15,6,7,5,1,4.7,0,0,0,0,0,0,0,1,0
U1104,15,33.8,22,10,5,2,2,3,18,3.3,0,0,0,0,0,0,0,1,1
U1105,22,40.8,28,14,9,3,4,3,19,3.8,0,0,0,0,0,0,0,1,0
U1106,12,25.2,16,8,4,1,2,3,30,2.8,0,1,0,0,0,0,0,0,1
U1107,0,2.3,3,0,0,0,0,1,52,1.7,0,0,0,0,0,0,0,1,1
U1108,9,20.0,8,6,4,1,1,3,39,2.5,0,0,0,0,0,0,0,1,1
U1109,6,10.1,12,6,2,0,0,2,41,2.3,0,0,0,1,0,0,0,0,1
U1110,20,37.9,26,11,7,2,3,3,16,2.9,0,0,0,0,0,0,1,0,0
U1111,12,24.8,14,9,3,1,2,3,34,3.0,0,1,0,0,0,0,0,0,0
U1112,1,5.6,0,1,1,0,1,1,50,1.8,0,0,0,0,0,0,0,1,1
U1113,13,18.9,18,8,5,1,1,2,36,2.3,0,0,0,0,0,0,1,0,1
U1114,18,36.7,26,14,8,3,3,4,20,3.7,0,0,0,1,0,0,0,0,0
U1115,29,55.6,38,19,15,6,8,5,1,4.6,0,0,0,1,0,0,0,0,0
U1116,19,32.8,24,13,9,3,4,3,24,3.2,1,0,0,0,0,0,0,0,0
U1117,14,20.2,15,7,4,1,1,2,30,3.2,0,0,0,0,0,0,1,0,1
U1118,21,37.0,30,14,8,3,3,4,13,3.8,1,0,0,0,0,0,0,0,0
U1119,10,24.1,15,9,4,1,2,2,30,3.4,0,0,0,0,0,0,0,1,1
U1120,15,29.8,21,9,5,2,2,3,23,3.5,0,1,0,0,0,0,0,0,0
U1121,20,42.3,25,13,8,2,4,4,24,4.0,0,1,0,0,0,0,0,0,0
U1122,16,27.3,23,11,6,2,3,3,19,3.4,1,0,0,0,0,0,0,0,0
U1123,14,20.1,15,8,4,1,2,2,32,2.9,0,0,0,1,0,0,0,0,1
U1124,2,7.7,5,3,1,1,0,2,50,2.1,0,0,0,0,1,0,0,0,1
U1125,7,12.8,11,4,0,0,0,2,43,2.2,0,0,0,0,0,0,0,1,1
U1126,15,29.7,20,11,5,1,2,3,28,3.3,0,0,0,0,0,1,0,0,0
U1127,8,11.8,9,5,3,1,1,2,42,2.2,1,0,0,0,0,0,0,0,1
U1128,2,3.9,4,2,0,0,0,1,52,1.2,0,1,0,0,0,0,0,0,1
U1129,10,17.6,10,6,2,1,1,3,37,2.4,0,0,0,1,0,0,0,0,1
U1130,23,44.0,30,14,8,3,3,4,14,4.0,0,0,0,0,1,0,0,0,0
U1131,18,27.3,21,10,6,2,2,4,30,3.3,0,0,0,0,0,0,1,0,1
U1132,6,9.9,7,4,2,1,0,2,42,2.7,0,0,0,0,0,0,0,1,1
U1133,19,42.0,27,13,10,3,5,4,16,3.7,0,1,0,0,0,0,0,0,0
U1134,7,14.2,8,4,1,0,0,1,48,2.1,0,0,0,0,0,1,0,0,1
U1135,21,36.7,27,15,10,4,4,4,18,3.9,0,0,0,0,1,0,0,0,0
U1136,20,29.9,22,9,5,2,2,3,25,3.3,0,0,0,0,0,0,0,1,1
U1137,4,7.2,4,3,1,0,1,1,51,1.8,1,0,0,0,0,0,0,0,1
U1138,14,27.7,16,11,6,2,2,3,29,3.1,0,1,0,0,0,0,0,0,0
U1139,7,5.1,5,2,2,0,0,1,48,1.8,0,0,0,0,0,1,0,0,1
U1140,14,21.9,15,10,6,2,2,3,31,2.7,0,0,0,1,0,0,0,0,0
U1141,13,20.8,16,7,3,1,1,2,34,2.8,0,0,0,0,0,0,1,0,1
U1142,17,31.0,21,11,6,1,3,4,25,3.3,0,0,0,0,0,0,0,1,0
U1143,20,31.4,25,15,9,2,5,4,14,3.4,0,0,0,0,1,0,0,0,0
U1144,13,30.9,14,10,4,1,2,3,34,2.9,0,1,0,0,0,0,0,0,1
U1145,26,43.5,33,18,14,5,8,5,7,4.5,0,0,0,1,0,0,0,0,0
U1146,14,20.8,13,6,3,1,1,2,34,2.7,1,0,0,0,0,0,0,0,1
U1147,19,33.0,24,12,8,2,4,3,14,3.6,0,0,0,0,0,1,0,0,0
U1148,20,33.9,25,14,11,4,5,4,17,4.2,0,1,0,0,0,0,0,0,0
U1149,14,23.3,18,8,5,1,2,3,32,2.9,0,0,0,0,0,0,1,0,0
U1150,9,17.8,9,5,2,1,0,2,37,2.3,1,0,0,0,0,0,0,0,1
U1151,23,39.9,30,15,11,4,5,5,10,4.1,0,0,0,0,1,0,0,0,0
U1152,18,30.4,21,13,7,1,3,4,24,3.3,0,0,1,0,0,0,0,0,0
U1153,12,20.4,14,10,6,2,1,3,36,3.2,0,0,0,1,0,0,0,0,0
U1154,11,21.6,15,8,4,0,1,3,36,2.8,0,0,0,0,0,0,0,1,1
U1155,15,24.0,20,10,5,2,2,3,32,3.5,0,0,0,0,0,0,1,0,1
U1156,18,39.5,26,12,8,3,3,3,19,3.8,0,0,1,0,0,0,0,0,0
U1157,14,19.4,18,7,4,1,1,3,28,3.2,0,0,0,0,0,0,0,1,1
U1158,20,37.2,24,13,10,3,4,4,18,3.0,1,0,0,0,0,0,0,0,0
U1159,17,36.7,23,12,6,2,2,3,21,3.1,0,0,0,0,0,0,0,1,0
U1160,22,42.2,28,15,9,3,4,4,16,4.1,0,0,0,1,0,0,0,0,0
U1161,21,30.3,27,14,9,3,3,3,13,3.4,0,0,0,0,0,1,0,0,0
U1162,31,55.5,36,20,16,7,9,5,1,5.0,0,1,0,0,0,0,0,0,0
U1163,17,30.1,22,11,8,2,4,3,24,3.2,0,0,0,0,1,0,0,0,0
U1164,27,50.8,33,18,15,6,8,4,5,4.7,0,0,0,0,0,1,0,0,0
U1165,13,27.2,16,7,2,0,1,3,30,2.9,0,1,0,0,0,0,0,0,1
U1166,25,45.7,28,17,12,5,6,4,13,4.1,0,0,0,1,0,0,0,0,0
U1167,29,50.7,34,17,11,4,6,4,6,4.2,0,0,0,0,0,0,0,1,0
U1168,9,15.1,16,6,2,1,1,3,35,2.6,1,0,0,0,0,0,0,0,1
U1169,24,37.9,26,13,9,2,4,4,13,3.7,0,0,0,0,0,0,1,0,0
U1170,3,7.7,3,1,0,0,0,1,49,1.6,0,0,0,0,0,0,0,1,1
U1171,10,21.7,16,8,5,1,1,2,35,2.4,0,1,0,0,0,0,0,0,1
U1172,27,41.2,28,18,11,4,5,4,12,3.9,0,0,0,0,0,0,1,0,0
U1173,6,17.9,13,4,2,1,1,2,42,2.6,1,0,0,0,0,0,0,0,1
U1174,8,24.2,14,8,3,0,2,3,36,2.7,0,0,1,0,0,0,0,0,1
U1175,12,23.8,21,9,6,1,2,3,32,3.3,1,0,0,0,0,0,0,0,0
U1176,25,36.3,22,15,9,3,4,4,15,3.7,0,1,0,0,0,0,0,0,0
U1177,10,16.0,8,3,1,0,1,2,43,2.0,0,0,1,0,0,0,0,0,1
U1178,12,27.4,13,9,3,2,1,3,36,2.9,0,0,0,1,0,0,0,0,0
U1179,4,5.4,3,3,2,0,0,1,46,1.8,0,0,0,0,1,0,0,0,1
U1180,26,47.9,33,16,13,5,7,5,5,4.3,1,0,0,0,0,0,0,0,0
U1181,12,28.2,18,10,5,1,1,3,24,3.3,1,0,0,0,0,0,0,0,1
U1182,13,21.3,13,8,3,0,1,2,36,2.9,1,0,0,0,0,0,0,0,1
U1183,24,41.5,31,16,11,3,5,4,10,3.9,0,0,1,0,0,0,0,0,0
U1184,11,28.5,19,9,4,1,1,4,32,3.1,1,0,0,0,0,0,0,0,0
U1185,23,35.8,26,18,13,5,6,4,12,4.0,0,0,0,0,0,0,1,0,0
U1186,8,13.0,12,8,4,1,1,2,38,2.5,0,0,0,1,0,0,0,0,1
U1187,10,21.1,14,7,4,1,1,2,30,3.0,0,0,0,0,1,0,0,0,1
U1188,15,28.5,21,9,4,1,1,3,25,3.4,0,1,0,0,0,0,0,0,1
U1189,22,41.4,31,14,8,2,4,5,12,4.3,1,0,0,0,0,0,0,0,0
U1190,18,37.3,24,12,8,2,3,4,20,3.1,0,0,0,0,0,1,0,0,0
U1191,7,15.1,9,4,3,1,1,2,44,1.9,0,0,0,0,0,0,0,1,1
U1192,19,36.0,25,12,7,2,3,3,25,3.4,0,0,0,1,0,0,0,0,0
U1193,6,18.3,10,4,2,1,1,2,38,2.0,0,1,0,0,0,0,0,0,1
U1194,11,21.5,13,5,2,0,0,2,35,3.2,0,0,0,0,1,0,0,0,1
U1195,16,28.5,25,8,5,1,2,3,25,3.6,1,0,0,0,0,0,0,0,0
U1196,6,6.2,1,4,1,0,0,2,46,2.3,1,0,0,0,0,0,0,0,1
U1197,27,43.7,31,19,14,5,7,5,8,4.3,1,0,0,0,0,0,0,0,0
U1198,5,10.2,6,2,2,1,1,1,50,1.8,1,0,0,0,0,0,0,0,1
U1199,19,37.3,28,13,7,1,3,4,18,3.8,0,0,0,0,1,0,0,0,0
U1200,18,37.0,22,13,9,3,3,3,19,3.6,0,0,0,0,0,1,0,0,0
U1201,13,29.4,16,9,4,1,1,3,35,3.1,1,0,0,0,0,0,0,0,1
U1202,17,30.9,21,10,6,1,3,3,25,3.1,0,0,0,0,0,1,0,0,1
U1203,17,33.7,19,10,6,1,3,3,27,3.5,0,0,0,0,0,0,1,0,1
U1204,23,48.2,29,16,11,4,5,3,16,4.2,0,0,0,1,0,0,0,0,0
U1205,25,46.2,32,15,11,4,6,5,6,4.5,1,0,0,0,0,0,0,0,0
U1206,5,11.8,8,5,1,0,0,2,44,2.3,0,0,0,0,0,0,0,1,1
U1207,31,56.7,37,18,15,6,9,5,0,4.9,0,0,0,0,0,1,0,0,0
U1208,24,43.2,28,15,12,5,6,4,14,3.7,0,0,0,1,0,0,0,0,0
U1209,21,35.9,27,15,9,3,4,3,17,3.7,0,0,0,1,0,0,0,0,0
U1210,12,21.3,16,7,3,0,1,3,33,2.9,0,0,0,0,0,1,0,0,1
U1211,15,29.5,20,10,7,1,3,3,27,3.2,0,1,0,0,0,0,0,0,0
U1212,17,32.0,22,11,5,1,2,3,26,3.6,1,0,0,0,0,0,0,0,0
U1213,4,9.3,6,6,3,0,2,2,39,2.3,0,0,0,0,0,0,1,0,1
U1214,17,30.7,24,11,8,3,4,3,21,2.9,0,0,0,0,0,0,1,0,0
U1215,20,40.0,27,14,9,3,4,4,21,4.1,0,0,0,0,1,0,0,0,0
U1216,18,32.5,21,11,6,2,2,4,25,3.1,0,0,0,1,0,0,0,0,0
U1217,28,43.8,32,18,14,5,7,4,9,4.4,0,1,0,0,0,0,0,0,0
U1218,17,36.7,27,12,6,2,3,4,24,3.3,0,0,0,1,0,0,0,0,0
U1219,1,0.0,0,2,1,0,0,1,46,1.7,0,0,0,1,0,0,0,0,1
U1220,18,34.4,24,11,7,2,3,4,19,3.5,0,0,1,0,0,0,0,0,0
U1221,21,43.0,29,14,10,3,4,4,17,3.9,0,0,0,0,1,0,0,0,0
U1222,3,5.7,4,3,1,0,0,2,44,1.7,0,0,0,1,0,0,0,0,1
U1223,21,37.8,25,15,11,4,5,4,17,4.4,0,0,0,1,0,0,0,0,0
U1224,15,26.3,20,9,5,1,2,3,22,2.9,0,0,0,1,0,0,0,0,1
U1225,29,49.5,36,18,13,5,7,5,2,4.8,0,0,0,0,0,0,1,0,0
U1226,8,14.7,13,6,1,1,0,2,44,3.1,0,0,0,0,0,0,0,1,1
U1227,12,28.6,23,11,5,2,2,3,19,3.2,0,1,0,0,0,0,0,0,1
U1228,9,22.6,14,8,4,0,2,3,35,2.2,0,0,0,0,0,1,0,0,1
U1229,28,40.6,31,15,10,3,5,5,11,4.2,0,0,0,0,1,0,0,0,0
U1230,13,22.6,20,7,4,1,2,3,29,2.7,0,0,0,0,0,0,1,0,0
U1231,21,40.5,31,17,12,4,5,5,10,4.4,0,1,0,0,0,0,0,0,0
U1232,3,5.6,8,4,1,0,0,2,52,1.9,0,0,0,0,0,1,0,0,1
U1233,17,26.7,16,10,6,2,2,3,29,3.1,0,0,1,0,0,0,0,0,1
U1234,16,35.2,25,11,7,3,2,3,24,3.3,0,0,0,0,0,0,1,0,0
U1235,16,40.9,22,14,9,3,3,4,22,3.4,0,1,0,0,0,0,0,0,0
U1236,27,46.3,31,15,12,5,6,4,9,4.1,1,0,0,0,0,0,0,0,0
U1237,18,31.0,19,12,7,3,3,3,24,3.3,0,0,0,1,0,0,0,0,0
U1238,3,10.3,8,4,2,1,1,1,45,1.7,0,0,0,1,0,0,0,0,1
U1239,11,20.7,10,6,3,1,1,2,40,2.6,0,0,0,0,1,0,0,0,1
U1240,5,8.7,8,3,2,1,0,2,51,2.4,0,0,0,0,0,0,1,0,1
U1241,26,51.5,35,19,15,5,9,4,0,4.3,0,1,0,0,0,0,0,0,0
U1242,17,30.5,20,14,8,2,4,3,19,3.4,0,0,0,0,0,0,1,0,0
U1243,9,20.2,17,8,4,2,1,2,33,2.7,1,0,0,0,0,0,0,0,1
U1244,18,33.3,22,10,5,2,2,3,21,3.8,0,1,0,0,0,0,0,0,0
U1245,20,32.6,27,13,8,2,3,4,23,3.4,0,0,0,0,0,1,0,0,0
U1246,17,31.0,23,11,6,2,2,3,25,3.2,0,1,0,0,0,0,0,0,1
U1247,21,31.3,24,14,9,3,5,4,20,3.5,1,0,0,0,0,0,0,0,0
U1248,20,42.1,28,15,10,3,4,4,20,4.2,0,0,0,0,0,0,0,1,0
U1249,8,10.7,9,4,1,0,0,2,43,2.6,0,0,0,0,0,0,1,0,1
U1250,16,25.3,21,10,5,1,2,3,26,2.9,0,0,0,0,0,1,0,0,0
U1251,17,37.2,24,11,7,2,3,3,18,3.6,0,1,0,0,0,0,0,0,0
U1252,23,39.6,27,14,11,4,5,4,15,3.8,0,0,0,1,0,0,0,0,0
U1253,21,43.2,30,16,11,4,6,5,11,3.5,0,0,0,0,0,0,0,1,0
U1254,12,21.4,13,7,3,1,2,3,39,2.2,1,0,0,0,0,0,0,0,1
U1255,7,13.6,9,3,0,0,0,2,43,2.1,0,1,0,0,0,0,0,0,1
U1256,14,24.7,19,11,4,1,2,4,23,3.2,0,0,0,1,0,0,0,0,1
U1257,18,32.8,25,11,5,1,2,3,24,3.5,0,1,0,0,0,0,0,0,0
U1258,26,42.0,29,16,12,5,6,4,12,4.1,0,0,0,1,0,0,0,0,0
U1259,9,7.8,9,5,1,0,1,2,44,1.8,0,0,0,0,0,0,1,0,1
U1260,6,8.5,6,3,2,0,1,1,44,1.8,0,0,0,0,0,0,0,1,1
U1261,7,16.0,12,6,2,1,2,2,45,2.3,0,0,0,0,0,1,0,0,1
U1262,4,7.4,6,2,1,0,1,1,55,1.8,0,0,0,0,0,0,1,0,1
U1263,21,25.9,22,12,7,3,3,3,18,3.3,0,1,0,0,0,0,0,0,0
U1264,18,32.4,27,11,6,2,3,3,23,3.9,1,0,0,0,0,0,0,0,0
U1265,23,41.1,31,14,8,3,3,4,15,3.9,0,0,0,0,0,0,1,0,0
U1266,8,18.0,8,5,1,1,0,2,40,2.5,0,1,0,0,0,0,0,0,1
U1267,21,41.5,27,15,9,2,4,4,15,3.9,0,1,0,0,0,0,0,0,0
U1268,7,15.9,12,5,4,1,1,2,38,2.7,0,0,0,0,0,1,0,0,1
U1269,17,33.5,23,14,10,3,4,3,19,3.3,0,1,0,0,0,0,0,0,0
U1270,28,53.2,37,19,15,6,8,5,9,4.8,0,0,0,0,0,0,0,1,0
U1271,7,13.2,10,4,1,0,0,2,37,2.0,1,0,0,0,0,0,0,0,1
U1272,9,14.6,14,7,3,0,0,3,39,2.5,0,0,0,1,0,0,0,0,1
U1273,11,13.7,13,6,3,0,1,2,45,2.5,0,0,1,0,0,0,0,0,1
U1274,10,16.2,9,6,2,1,1,2,36,2.6,0,0,1,0,0,0,0,0,1
U1275,8,16.9,13,7,3,1,1,2,41,2.4,0,0,1,0,0,0,0,0,1
U1276,11,17.0,17,7,4,1,1,3,32,2.2,0,0,0,0,0,0,0,1,1
U1277,10,23.4,17,8,3,0,1,3,28,2.8,0,1,0,0,0,0,0,0,0
U1278,21,40.6,26,15,8,2,4,4,14,3.6,0,0,0,1,0,0,0,0,0
U1279,22,37.1,29,16,10,4,5,4,14,3.8,0,1,0,0,0,0,0,0,0
U1280,21,40.4,26,15,11,4,4,4,21,3.4,1,0,0,0,0,0,0,0,0
U1281,16,30.9,25,10,4,2,2,3,28,3.1,1,0,0,0,0,0,0,0,0
U1282,4,5.5,3,3,0,1,1,1,49,2.0,0,0,0,1,0,0,0,0,1
U1283,25,51.7,36,16,12,5,7,5,4,4.8,1,0,0,0,0,0,0,0,0
U1284,16,29.3,22,9,4,1,1,3,24,3.2,0,0,1,0,0,0,0,0,1
U1285,14,29.2,18,9,6,1,2,3,26,3.0,0,0,0,0,0,0,0,1,1
U1286,23,38.5,27,15,10,3,6,4,11,3.7,1,0,0,0,0,0,0,0,0
U1287,12,30.1,17,12,5,1,2,3,32,3.3,0,0,0,1,0,0,0,0,1
U1288,17,33.9,22,12,7,2,3,3,33,3.0,0,0,0,1,0,0,0,0,1
U1289,19,28.9,25,12,7,3,2,3,22,3.5,0,0,0,0,0,1,0,0,0
